text,label
Is there a way to reset PIN in the app after lockout?,49
PIN verification failed several times and card is blocked.,49
Please explain steps to unblock a locked PIN.,49
I cannot pay because my PIN was blocked.,49
Can I create a new PIN after too many wrong entries?,49
Can my employer pay my salary directly to this account?,50
How do I set up salary payments to my card account?,50
I want my monthly paycheck to arrive in this account.,50
What account details should I give HR for salary transfer?,50
Can I receive wages in GBP into this app account?,50
Is salary deposit supported for my personal account?,50
How can my company send payroll to my account?,50
Can friends transfer money to me using bank details?,50
Do I need to enable anything before receiving salary?,50
Please explain how to receive income payments here.,50
Can I use this account as my primary salary account?,50
My employer asked for banking details for payroll setup.,50
How do inbound salary bank transfers work in the app?,50
Is there a limit on receiving salary transfers?,50
Can I get paid directly into this account every month?,50
"My refund has not arrived yet, can you check the status?",51
I am still waiting for a merchant refund to appear.,51
Why is my refund missing from my balance?,51
"The seller confirmed refund, but I cannot see the money.",51
How long until a processed refund shows in my account?,51
Please help trace a delayed card refund.,51
I requested a refund days ago and it is still absent.,51
Can you investigate why my refund is pending?,51
Refund was issued but funds are not credited yet.,51
I need support for a refund that has not posted.,51
Where can I track the progress of my refund?,51
My returned purchase has no refund in the app yet.,51
When will this missing refund be reflected in balance?,51
Could a refund be completed but not visible to me?,51
Please confirm whether my refund has been received.,51
How can I request a refund for a card purchase?,52
I want to return an item and get my money back.,52
Can I cancel a payment and receive a refund?,52
What steps are needed to initiate a refund?,52
Please tell me how to dispute and refund this purchase.,52
I need to file a refund request with the merchant.,52
Is it possible to reverse this recent purchase?,52
How do refunds work for online card transactions?,52
Can support help me start a refund process?,52
I want a refund for something I bought today.,52
Where do I submit a refund claim in the app?,52
How long after cancellation is a refund initiated?,52
Can I request a refund if goods were not delivered?,52
Please explain the process to get refunded.,52
I need guidance on obtaining a refund from a merchant.,52
My card payment was reversed back to my account.,53
Why was my successful payment reverted later?,53
The merchant says they did not receive my payment.,53
"I paid, then the transaction was reversed automatically.",53
Can you explain a reverted card payment?,53
My purchase was declined after initially going through.,53
What causes card payments to be reversed?,53
I need help with a payment that bounced back.,53
"Payment was deducted then returned, what happened?",53
A seller reported missing payment although app showed success.,53
Why did the card charge disappear from completed payments?,53
Please investigate this payment reversal issue.,53
My transaction reverted and the order was canceled.,53
How can I prevent my card payments from being reverted?,53
I keep seeing reversed card payments for online purchases.,53
Which cards are supported for topping up my balance?,54
Can I top up using an American Express card?,54
What card types can be used to add money?,54
Is Visa accepted for account top ups?,54
Are Mastercard top-ups available in my region?,54
Can I add funds with a credit card?,54
What currencies are allowed when topping up by card?,54
Does top up support international bank cards?,54
Please list supported cards for adding money.,54
Why is my card not eligible for top up?,54
Can I use AMEX to load my account balance?,54
Are prepaid cards allowed for top-up transactions?,54
Do supported top-up cards depend on country?,54
How do I check if my card is accepted for top ups?,54
What payment networks are valid for card top up?,54
How do I permanently close my account?,55
Please delete my account and all associated data.,55
I want to deactivate my profile immediately.,55
Can support help me terminate my account?,55
What is the process for closing an account?,55
I no longer need this account and want it removed.,55
How can I shut down my account in the app?,55
Please guide me through account deletion steps.,55
Can I close my account from settings?,55
I need to cancel my account today.,55
Are there requirements before deleting an account?,55
Will account closure remove my cards as well?,55
How long does account deactivation take?,55
Please proceed with deleting my account.,55
I want to discontinue this service and close my account.,55
Are there fees for receiving a SEPA transfer?,56
Do you charge for incoming SEPA payments?,56
What is the cost of a SEPA bank transfer?,56
Will I be charged when money arrives via SEPA?,56
Please explain SEPA transfer fees on my account.,56
Is there any commission on SEPA transfers?,56
Are SEPA top ups free or paid?,56
How much do SEPA deposits cost?,56
Do SEPA transfer charges depend on plan type?,56
Can you confirm whether SEPA incoming transfers are free?,56
I need fee details for SEPA account funding.,56
Is there a hidden charge for SEPA transfer receipt?,56
What fee applies to euro bank transfer top up?,56
Are outbound and inbound SEPA fees different?,56
Please clarify all costs related to SEPA transfers.,56
Is there a fee when I top up by card?,57
How much does card top up cost in the US?,57
What are the charges for adding money with a debit card?,57
Do credit card top ups incur extra fees?,57
Please show the fee for card-based top up.,57
Which cards are charged top-up commissions?,57
Are card top-up fees different by country?,57
Why was I charged when topping up by card?,57
Can I avoid fees on card top ups?,57
Is there a fixed or percentage fee for card top up?,57
What top-up card fee applies to my plan?,57
Do US-issued cards have special top-up charges?,57
I need a breakdown of my top-up card fee.,57
Are there free limits for topping up by card?,57
Tell me all fees related to card top-ups.,57
Can I top up my account using cash?,58
Is cheque deposit available for account top up?,58
How do I add money by check to my balance?,58
Do you support topping up via bank cheque?,58
Where can I send a cheque to fund my account?,58
Can I deposit physical cash into this account?,58
Are cash top-up locations available near me?,58
I cannot find an option to top up by cheque.,58
Is cash funding supported in any country?,58
What alternatives exist if cheque top up is unavailable?,58
Can I add funds with a cashier's check?,58
Please confirm whether cash top up is possible.,58
Do you accept paper checks for account funding?,58
I need to top up urgently using cash or cheque.,58
Why is cheque top-up not shown in my app?,58
My top up failed and the balance did not update.,59
Why was my card top-up rejected?,59
I cannot add money because top up keeps failing.,59
"Top-up transaction was declined, what should I do?",59
Please help me fix repeated top-up failures.,59
My top up is not working today at all.,59
I attempted a top up but it was unsuccessful.,59
Can you explain why my account funding failed?,59
Top-up request failed despite sufficient card funds.,59
How do I resolve a rejected top-up payment?,59
I keep receiving top-up failed errors in the app.,59
Was my top-up blocked by security checks?,59
Card funding fails instantly when I try to top up.,59
What causes an add-money transaction to be rejected?,59
Need urgent support for failed top-up attempts.,59
What is the maximum amount I can top up at once?,60
Is there a daily limit for top-up transactions?,60
How much money can I add to my account in one go?,60
Are top ups unlimited on this plan?,60
Can I increase my top-up limit?,60
What is the top-up cap for my account?,60
How do I check my current top-up limit?,60
Can I top up more than the standard maximum?,60
Is there a monthly top-up restriction?,60
Why am I blocked when topping up a large amount?,60
Does card top-up have different limits than bank transfer?,60
Please show the maximum top-up amount allowed.,60
Can support raise my top-up threshold?,60
What top-up limits apply to verified accounts?,60
How much can I top up before extra checks are needed?,60
My top up was reversed and the money disappeared.,61
Why was my top-up canceled after it succeeded?,61
"I saw a top up complete, then it got reverted.",61
Can you explain why my top-up was refunded back?,61
My add-money transaction was canceled unexpectedly.,61
Top-up status changed from completed to reversed.,61
Please investigate this canceled top-up transaction.,61
I need help with a top up that was undone.,61
Where did my topped-up funds go after reversal?,61
My recent top up vanished from the balance.,61
Was my top-up blocked by compliance checks?,61
How do I avoid top-up reversals in future?,61
Top up got reverted and now I cannot use the funds.,61
Can you restore a top up that was canceled?,61
What are common reasons for top-up reversal?,61
I topped up by card but the money is not visible.,62
My wallet does not show the top-up amount.,62
Where is my card top-up balance after payment?,62
I added funds but my account balance stayed the same.,62
Top-up completed yet funds are missing in app.,62
Can you check why my top-up is not showing?,62
I paid to top up and now the money cannot be found.,62
My balance did not update after top up.,62
The top-up amount is missing from my account.,62
How long until a successful top up appears in wallet?,62
I cannot see recently added funds in my account.,62
Top up went through but no funds are available.,62
Please resolve missing funds from card top up.,62
Is there a delay before top-up funds become usable?,62
My top-up was charged but never credited.,62
I was charged twice for the same purchase.,63
Why does one transaction appear as a duplicate?,63
There are two identical charges on my card.,63
Please remove the duplicate payment from my account.,63
I see a double charge for a single merchant payment.,63
How can I dispute a duplicate card transaction?,63
The same purchase amount was debited two times.,63
Can you investigate repeated billing for one payment?,63
My statement shows duplicate transaction entries.,63
I need help reversing a second accidental charge.,63
Card got charged twice at the same store today.,63
Is this duplicate charge temporary or final?,63
Why do I have two pending charges for one order?,63
I paid once but got billed twice.,63
Please fix a duplicated payment in my history.,63
Why was I charged a fee for making a transfer?,64
"I thought transfers were free, but I paid extra.",64
Can you explain the transfer commission on my transaction?,64
There is an unexpected fee attached to my transfer.,64
How much are transfer fees on this account?,64
What caused the extra charge on my money transfer?,64
Please provide a breakdown of transfer fee costs.,64
Are there transfer charges for this destination?,64
I was billed more than the amount I sent.,64
Can transfer fees be refunded?,64
Do transfer fees differ by currency or country?,64
I need details about transfer pricing before sending.,64
Why does the app add a fee when I transfer money?,64
Is there a way to avoid transfer charges?,64
Please clarify this additional transfer cost.,64
How do I transfer money from my bank to this account?,65
Please tell me how to make a bank transfer.,65
"I want to add funds via bank transfer, what are the steps?",65
Where can I find transfer details for my account?,65
How can I send money into my wallet from another bank?,65
I need instructions to initiate a bank transfer.,65
Can I connect my external bank account for transfers?,65
How do I move funds from bank account to app balance?,65
What information do I need to start a transfer?,65
How can I receive a transfer into my account?,65
Please guide me through transfer setup in the app.,65
I have zero balance; how do I transfer money in?,65
Can I top up using regular bank transfer instead of card?,65
Where do I find IBAN and reference for transfers?,65
How do I link my bank account for funding transfers?,65
My transfer is taking too long to arrive.,66
Why is the transfer still pending after many hours?,66
Recipient has not received the money yet.,66
Can you check the delay on my outgoing transfer?,66
How long should a domestic transfer normally take?,66
Transfer has not posted even though details were correct.,66
I sent funds yesterday and they are still missing.,66
Is there an issue causing delayed transfer processing?,66
Please investigate my overdue bank transfer.,66
Why is this transfer not completed yet?,66
My friend needs the money now but transfer is delayed.,66
Could verification checks be delaying my transfer?,66
Transfer processing time seems unusually long.,66
Can delayed transfers be expedited?,66
I need help with a transfer stuck in progress.,66
When will my incoming transfer reach my account?,67
How long do inbound transfers usually take to appear?,67
I am waiting for money transfer to be credited.,67
Can you estimate arrival time for my transfer?,67
Why has my received transfer not shown up yet?,67
Please tell me expected time for funds to arrive.,67
My transfer from abroad is still not in balance.,67
How soon should I see a completed incoming transfer?,67
I am waiting for transfer confirmation in the app.,67
When does transferred money become available to spend?,67
Transfer was sent to me but I have not received it.,67
Can incoming transfers take more than one business day?,67
Please check status of transfer coming to my account.,67
How long does a US transfer take to be credited?,67
I need timeline for transfer arrival into my account.,67
"I cannot complete identity verification, please help.",68
Why is my ID verification failing in the app?,68
What could cause my identity check to be rejected?,68
I uploaded documents but verification did not pass.,68
Can support assist with failed identity verification?,68
I am having trouble verifying my personal identity.,68
How do I fix issues with KYC verification?,68
My identification was declined even with valid documents.,68
Please explain why my ID proof is not accepted.,68
What should I do if identity verification is stuck?,68
I need urgent help to pass account verification.,68
Are photo quality issues causing my ID rejection?,68
Verification keeps failing although details are correct.,68
Can I retry identity verification with another document?,68
How can I resolve persistent identity check errors?,68
What documents are required to verify my identity?,69
How do I complete identity verification step by step?,69
Can you tell me how to prove my identity online?,69
I need instructions for account identity verification.,69
Which ID types are accepted for verification?,69
Where in the app do I submit identity documents?,69
How can I verify that I am the account owner?,69
Do I need a selfie for identity verification?,69
Please explain the full KYC verification process.,69
How long does identity verification usually take?,69
Can I verify identity with passport instead of ID card?,69
What happens if my identity verification is incomplete?,69
I want to start the identity verification process now.,69
How do I submit proof of identity successfully?,69
What should I prepare before beginning verification?,69
How can I see where incoming money came from?,70
I need details about the source of funds in my account.,70
Where does this received money originate from?,70
Can I check who sent these funds to me?,70
Please show the origin of this incoming transfer.,70
I want to trace the source of my recent deposit.,70
How do I find the sender for money I received?,70
What information is available about fund origin?,70
Can you identify where this account credit came from?,70
I received money and need proof of source.,70
How can I verify the source account for this transfer?,70
Where in the app can I view source-of-funds details?,70
I need clarification on where this payment came from.,70
Please provide source details for my incoming money.,70
Can I download a statement showing fund source?,70
How do I verify my top-up card before using it?,71
Where can I find the verification code for card top up?,71
"My top-up card needs verification, what should I do?",71
Can you explain the steps to verify a top-up card?,71
Why is my top-up card asking for additional verification?,71
I cannot complete card top up because verification fails.,71
How can I confirm my card for top-up payments?,71
Please help me verify this card for top ups.,71
What checks are needed to approve my top-up card?,71
Where do I enter the code to verify top-up card?,71
My card is not verified for top up yet.,71
How long does top-up card verification take?,71
Can support verify my card for add-money transactions?,71
I need to validate my card before topping up.,71
What causes top-up card verification errors?,71
My disposable virtual card is not working at checkout.,72
Why is my virtual card being declined online?,72
I cannot make payments with my disposable card.,72
The virtual card fails every time I try to pay.,72
Can you troubleshoot a non-working virtual card?,72
My disposable card is active but transactions fail.,72
Why won't my one-time virtual card process payments?,72
Is my virtual card blocked for subscriptions?,72
Please help fix declined payments on my virtual card.,72
My online purchase keeps failing with disposable card.,72
Can virtual cards be used for recurring membership charges?,72
I keep getting errors when using virtual card details.,72
How do I reactivate a virtual card that is not working?,72
What are common reasons virtual card payments fail?,72
My disposable card does not work even with correct details.,72
Can I get a Mastercard instead of a Visa?,73
Do you offer Mastercard cards for this account?,73
"I prefer Mastercard, can I switch card network?",73
Is Visa the only card type available to me?,73
How can I order a Mastercard version of my card?,73
Can I replace my current card with Mastercard?,73
Are both Visa and Mastercard supported?,73
"I do not want Visa, can I choose Mastercard?",73
Which card schemes are available for new cards?,73
Can I request Mastercard during card reissue?,73
Is Mastercard availability country dependent?,73
Please explain how to select card network type.,73
Do premium plans include Mastercard option?,73
Can support change my card from Visa to Mastercard?,73
How do I check whether Mastercard is offered for me?,73
Why do you require identity verification for my account?,74
What is the purpose of the identity check process?,74
Why do I need to submit personal ID documents?,74
Can you explain why identity checks are mandatory?,74
"I am not comfortable with ID checks, why are they needed?",74
What regulations require this identity verification?,74
Why do you ask for so much personal information?,74
How does identity verification protect my account?,74
Is identity check required for all users?,74
Please clarify the reason for KYC verification.,74
Why can I not use the account without identity check?,74
What happens if I do not complete identity verification?,74
Is this identity check for fraud prevention purposes?,74
Can you explain the legal basis for ID verification?,74
Why are selfies and documents required to verify identity?,74
I withdrew cash but received less than requested.,75
Why did the ATM give me only part of my withdrawal?,75
My cash withdrawal amount is lower than expected.,75
I asked for 100 but ATM dispensed only 20.,75
Can you help with a partial ATM cash withdrawal?,75
My account shows full withdrawal but I got less cash.,75
What should I do if ATM paid out only part of amount?,75
I was shorted during an ATM transaction.,75
Please investigate incorrect cash amount from ATM.,75
Why does withdrawal receipt differ from cash received?,75
The ATM transaction amount does not match dispensed cash.,75
How can I dispute incomplete cash withdrawal?,75
I need a refund for missing cash from ATM withdrawal.,75
Cash withdrawal was processed wrong by the machine.,75
My withdrawal was partial and I want correction.,75
The exchange rate on my cash withdrawal was incorrect.,76
I received less cash due to a bad conversion rate.,76
Why was ATM exchange rate so unfavorable?,76
My foreign cash withdrawal used the wrong FX rate.,76
Can you check exchange rate applied to this ATM withdrawal?,76
I think I was overcharged on currency conversion at ATM.,76
The withdrawn amount is too low because of exchange rate.,76
Please investigate poor conversion rate for cash withdrawal.,76
Why does ATM conversion differ from expected market rate?,76
I was charged too much when withdrawing abroad.,76
Could dynamic currency conversion cause this overcharge?,76
The FX rate used for my cash transaction seems wrong.,76
I need a breakdown of conversion on ATM withdrawal.,76
Can I dispute an unfair exchange rate on cash withdrawal?,76
My international cash withdrawal had an incorrect conversion.,76
